Jan-49, Canada, Alcoholic beverages, 2.257
Jan-80, Alberta, Alcoholic beverages, 23.257
Jan-80, British Columbia, Alcoholic beverages, 26.257
Feb-80, Canada, Alcoholic beverages, 2.257
Feb-80, Newfoundland and Labrador, Alcoholic beverages, 3.257
Feb-80, Prince Edward Island, Alcoholic beverages, 5.257
Feb-80, Nova Scotia, Alcoholic beverages, 7.257
Feb-80, New Brunswick, Alcoholic beverages, 9.257
Feb-80, Quebec, Alcoholic beverages, 11.257
Feb-80, Ontario, Alcoholic beverages, 14.257
Feb-80, Manitoba, Alcoholic beverages, 18.257
Feb-80, Saskatchewan, Alcoholic beverages, 20.257
Feb-80, Alberta, Alcoholic beverages, 23.257
Feb-80, British Columbia, Alcoholic beverages, 26.257
Mar-80, Canada, Alcoholic beverages, 2.257
Mar-80, Newfoundland and Labrador, Alcoholic beverages, 3.257
Mar-80, Prince Edward Island, Alcoholic beverages, 5.257
Mar-80, Nova Scotia, Alcoholic beverages, 7.257
Mar-80, New Brunswick, Alcoholic beverages, 9.257
Mar-80, Quebec, Alcoholic beverages, 11.257
Mar-80, Ontario, Alcoholic beverages, 14.257
Mar-80, Manitoba, Alcoholic beverages, 18.257
Mar-80, Saskatchewan, Alcoholic beverages, 20.257
Mar-80, Alberta, Alcoholic beverages, 23.257
Mar-80, British Columbia, Alcoholic beverages, 26.257
Apr-80, Canada, Alcoholic beverages, 2.257
Apr-80, Newfoundland and Labrador, Alcoholic beverages, 3.257
Apr-80, Prince Edward Island, Alcoholic beverages, 5.257
Apr-80, Nova Scotia, Alcoholic beverages, 7.257
Apr-80, New Brunswick, Alcoholic beverages, 9.257
Apr-80, Quebec, Alcoholic beverages, 11.257
Apr-80, Ontario, Alcoholic beverages, 14.257
Apr-80, Manitoba, Alcoholic beverages, 18.257
Apr-80, Saskatchewan, Alcoholic beverages, 20.257
Apr-80, Alberta, Alcoholic beverages, 23.257
Apr-80, British Columbia, Alcoholic beverages, 26.257
May-80, Canada, Alcoholic beverages, 2.257
May-80, Newfoundland and Labrador, Alcoholic beverages, 3.257
May-80, Prince Edward Island, Alcoholic beverages, 5.257
May-80, Nova Scotia, Alcoholic beverages, 7.257
May-80, New Brunswick, Alcoholic beverages, 9.257
May-80, Quebec, Alcoholic beverages, 11.257
May-80, Ontario, Alcoholic beverages, 14.257
May-80, Manitoba, Alcoholic beverages, 18.257
May-80, Saskatchewan, Alcoholic beverages, 20.257
May-80, Alberta, Alcoholic beverages, 23.257
May-80, British Columbia, Alcoholic beverages, 26.257
Jun-80, Canada, Alcoholic beverages, 2.257
Jun-80, Newfoundland and Labrador, Alcoholic beverages, 3.257
Jun-80, Prince Edward Island, Alcoholic beverages, 5.257
Jun-80, Nova Scotia, Alcoholic beverages, 7.257
Jun-80, New Brunswick, Alcoholic beverages, 9.257
Jun-80, Quebec, Alcoholic beverages, 11.257
Jun-80, Ontario, Alcoholic beverages, 14.257
Jun-80, Manitoba, Alcoholic beverages, 18.257
Jun-80, Saskatchewan, Alcoholic beverages, 20.257
Jun-80, Alberta, Alcoholic beverages, 23.257
Jun-80, British Columbia, Alcoholic beverages, 26.257
Jul-80, Canada, Alcoholic beverages, 2.257
Jul-80, Newfoundland and Labrador, Alcoholic beverages, 3.257
Jul-80, Prince Edward Island, Alcoholic beverages, 5.257
Jul-80, Nova Scotia, Alcoholic beverages, 7.257
Jul-80, New Brunswick, Alcoholic beverages, 9.257
Jul-80, Quebec, Alcoholic beverages, 11.257
Jul-80, Ontario, Alcoholic beverages, 14.257
Jul-80, Manitoba, Alcoholic beverages, 18.257
Jul-80, Saskatchewan, Alcoholic beverages, 20.257
Jul-80, Alberta, Alcoholic beverages, 23.257
Jul-80, British Columbia, Alcoholic beverages, 26.257
Aug-80, Canada, Alcoholic beverages, 2.257
Aug-80, Newfoundland and Labrador, Alcoholic beverages, 3.257
Aug-80, Prince Edward Island, Alcoholic beverages, 5.257
Aug-80, Nova Scotia, Alcoholic beverages, 7.257
Aug-80, New Brunswick, Alcoholic beverages, 9.257
Aug-80, Quebec, Alcoholic beverages, 11.257
Aug-80, Ontario, Alcoholic beverages, 14.257
Aug-80, Manitoba, Alcoholic beverages, 18.257
Aug-80, Saskatchewan, Alcoholic beverages, 20.257
Aug-80, Alberta, Alcoholic beverages, 23.257
Aug-80, British Columbia, Alcoholic beverages, 26.257
Sep-80, Canada, Alcoholic beverages, 2.257
Sep-80, Newfoundland and Labrador, Alcoholic beverages, 3.257
Sep-80, Prince Edward Island, Alcoholic beverages, 5.257
Sep-80, Nova Scotia, Alcoholic beverages, 7.257
Sep-80, New Brunswick, Alcoholic beverages, 9.257
Sep-80, Quebec, Alcoholic beverages, 11.257
Sep-80, Ontario, Alcoholic beverages, 14.257
Sep-80, Manitoba, Alcoholic beverages, 18.257
Sep-80, Saskatchewan, Alcoholic beverages, 20.257
Sep-80, Alberta, Alcoholic beverages, 23.257
Sep-80, British Columbia, Alcoholic beverages, 26.257
Oct-80, Canada, Alcoholic beverages, 2.257
Oct-80, Newfoundland and Labrador, Alcoholic beverages, 3.257
Oct-80, Prince Edward Island, Alcoholic beverages, 5.257
Oct-80, Nova Scotia, Alcoholic beverages, 7.257
Oct-80, New Brunswick, Alcoholic beverages, 9.257
Oct-80, Quebec, Alcoholic beverages, 11.257
Oct-80, Ontario, Alcoholic beverages, 14.257
Oct-80, Manitoba, Alcoholic beverages, 18.257
Oct-80, Saskatchewan, Alcoholic beverages, 20.257
Oct-80, Alberta, Alcoholic beverages, 23.257
Oct-80, British Columbia, Alcoholic beverages, 26.257
Nov-80, Canada, Alcoholic beverages, 2.257
Nov-80, Newfoundland and Labrador, Alcoholic beverages, 3.257
Nov-80, Prince Edward Island, Alcoholic beverages, 5.257
Nov-80, Nova Scotia, Alcoholic beverages, 7.257
Nov-80, New Brunswick, Alcoholic beverages, 9.257
Nov-80, Quebec, Alcoholic beverages, 11.257
Nov-80, Ontario, Alcoholic beverages, 14.257
Nov-80, Manitoba, Alcoholic beverages, 18.257
Nov-80, Saskatchewan, Alcoholic beverages, 20.257
Nov-80, Alberta, Alcoholic beverages, 23.257
Nov-80, British Columbia, Alcoholic beverages, 26.257
Dec-80, Canada, Alcoholic beverages, 2.257
Dec-80, Newfoundland and Labrador, Alcoholic beverages, 3.257
Dec-80, Prince Edward Island, Alcoholic beverages, 5.257
Dec-80, Nova Scotia, Alcoholic beverages, 7.257
Dec-80, New Brunswick, Alcoholic beverages, 9.257
Dec-80, Quebec, Alcoholic beverages, 11.257
Dec-80, Ontario, Alcoholic beverages, 14.257
Dec-80, Manitoba, Alcoholic beverages, 18.257
Dec-80, Saskatchewan, Alcoholic beverages, 20.257
Dec-80, Alberta, Alcoholic beverages, 23.257
Dec-80, British Columbia, Alcoholic beverages, 26.257
Jan-81, Canada, Alcoholic beverages, 2.257
Jan-81, Newfoundland and Labrador, Alcoholic beverages, 3.257
Jan-81, Prince Edward Island, Alcoholic beverages, 5.257
Jan-81, Nova Scotia, Alcoholic beverages, 7.257
Jan-81, New Brunswick, Alcoholic beverages, 9.257
Jan-81, Quebec, Alcoholic beverages, 11.257
Jan-81, Ontario, Alcoholic beverages, 14.257
Jan-81, Manitoba, Alcoholic beverages, 18.257
Jan-81, Saskatchewan, Alcoholic beverages, 20.257
Jan-81, Alberta, Alcoholic beverages, 23.257
Jan-81, British Columbia, Alcoholic beverages, 26.257
Feb-81, Canada, Alcoholic beverages, 2.257
Feb-81, Newfoundland and Labrador, Alcoholic beverages, 3.257
Feb-81, Prince Edward Island, Alcoholic beverages, 5.257
Feb-81, Nova Scotia, Alcoholic beverages, 7.257
Feb-81, New Brunswick, Alcoholic beverages, 9.257
Feb-81, Quebec, Alcoholic beverages, 11.257
Feb-81, Ontario, Alcoholic beverages, 14.257
Feb-81, Manitoba, Alcoholic beverages, 18.257
Feb-81, Saskatchewan, Alcoholic beverages, 20.257
Feb-81, Alberta, Alcoholic beverages, 23.257
Feb-81, British Columbia, Alcoholic beverages, 26.257
Mar-81, Canada, Alcoholic beverages, 2.257
Mar-81, Newfoundland and Labrador, Alcoholic beverages, 3.257
Mar-81, Prince Edward Island, Alcoholic beverages, 5.257
Mar-81, Nova Scotia, Alcoholic beverages, 7.257
Mar-81, New Brunswick, Alcoholic beverages, 9.257
Mar-81, Quebec, Alcoholic beverages, 11.257
Mar-81, Ontario, Alcoholic beverages, 14.257
Mar-81, Manitoba, Alcoholic beverages, 18.257
Mar-81, Saskatchewan, Alcoholic beverages, 20.257
Mar-81, Alberta, Alcoholic beverages, 23.257
Mar-81, British Columbia, Alcoholic beverages, 26.257
Apr-81, Canada, Alcoholic beverages, 2.257
Apr-81, Newfoundland and Labrador, Alcoholic beverages, 3.257
Apr-81, Prince Edward Island, Alcoholic beverages, 5.257
Apr-81, Nova Scotia, Alcoholic beverages, 7.257
Apr-81, New Brunswick, Alcoholic beverages, 9.257
Apr-81, Quebec, Alcoholic beverages, 11.257
Apr-81, Ontario, Alcoholic beverages, 14.257
Apr-81, Manitoba, Alcoholic beverages, 18.257
Apr-81, Saskatchewan, Alcoholic beverages, 20.257
Apr-81, Alberta, Alcoholic beverages, 23.257
Apr-81, British Columbia, Alcoholic beverages, 26.257
May-81, Canada, Alcoholic beverages, 2.257
May-81, Newfoundland and Labrador, Alcoholic beverages, 3.257
May-81, Prince Edward Island, Alcoholic beverages, 5.257
May-81, Nova Scotia, Alcoholic beverages, 7.257
May-81, New Brunswick, Alcoholic beverages, 9.257
May-81, Quebec, Alcoholic beverages, 11.257
May-81, Ontario, Alcoholic beverages, 14.257
May-81, Manitoba, Alcoholic beverages, 18.257
May-81, Saskatchewan, Alcoholic beverages, 20.257
May-81, Alberta, Alcoholic beverages, 23.257
May-81, British Columbia, Alcoholic beverages, 26.257
Jun-81, Canada, Alcoholic beverages, 2.257
Jun-81, Newfoundland and Labrador, Alcoholic beverages, 3.257
Jun-81, Prince Edward Island, Alcoholic beverages, 5.257
Jun-81, Nova Scotia, Alcoholic beverages, 7.257
Jun-81, New Brunswick, Alcoholic beverages, 9.257
Jun-81, Quebec, Alcoholic beverages, 11.257
Jun-81, Ontario, Alcoholic beverages, 14.257
Jun-81, Manitoba, Alcoholic beverages, 18.257
Jun-81, Saskatchewan, Alcoholic beverages, 20.257
Jun-81, Alberta, Alcoholic beverages, 23.257
Jun-81, British Columbia, Alcoholic beverages, 26.257
Jul-81, Canada, Alcoholic beverages, 2.257
Jul-81, Newfoundland and Labrador, Alcoholic beverages, 3.257
Jul-81, Prince Edward Island, Alcoholic beverages, 5.257
Jul-81, Nova Scotia, Alcoholic beverages, 7.257
Jul-81, New Brunswick, Alcoholic beverages, 9.257
Jul-81, Quebec, Alcoholic beverages, 11.257
Jul-81, Ontario, Alcoholic beverages, 14.257
Jul-81, Manitoba, Alcoholic beverages, 18.257
Jul-81, Saskatchewan, Alcoholic beverages, 20.257
Jul-81, Alberta, Alcoholic beverages, 23.257
Jul-81, British Columbia, Alcoholic beverages, 26.257
Aug-81, Canada, Alcoholic beverages, 2.257
Aug-81, Newfoundland and Labrador, Alcoholic beverages, 3.257
Aug-81, Prince Edward Island, Alcoholic beverages, 5.257
Aug-81, Nova Scotia, Alcoholic beverages, 7.257
Aug-81, New Brunswick, Alcoholic beverages, 9.257
Aug-81, Quebec, Alcoholic beverages, 11.257
Aug-81, Ontario, Alcoholic beverages, 14.257
Aug-81, Manitoba, Alcoholic beverages, 18.257
Aug-81, Saskatchewan, Alcoholic beverages, 20.257
Aug-81, Alberta, Alcoholic beverages, 23.257
Aug-81, British Columbia, Alcoholic beverages, 26.257
Sep-81, Canada, Alcoholic beverages, 2.257
Sep-81, Newfoundland and Labrador, Alcoholic beverages, 3.257
Sep-81, Prince Edward Island, Alcoholic beverages, 5.257
Sep-81, Nova Scotia, Alcoholic beverages, 7.257
Sep-81, New Brunswick, Alcoholic beverages, 9.257
Sep-81, Quebec, Alcoholic beverages, 11.257
Sep-81, Ontario, Alcoholic beverages, 14.257
Sep-81, Manitoba, Alcoholic beverages, 18.257
Sep-81, Saskatchewan, Alcoholic beverages, 20.257
Sep-81, Alberta, Alcoholic beverages, 23.257
Sep-81, British Columbia, Alcoholic beverages, 26.257
Oct-81, Canada, Alcoholic beverages, 2.257
Oct-81, Newfoundland and Labrador, Alcoholic beverages, 3.257
Oct-81, Prince Edward Island, Alcoholic beverages, 5.257
Oct-81, Nova Scotia, Alcoholic beverages, 7.257
Oct-81, New Brunswick, Alcoholic beverages, 9.257
Oct-81, Quebec, Alcoholic beverages, 11.257
Oct-81, Ontario, Alcoholic beverages, 14.257
Oct-81, Manitoba, Alcoholic beverages, 18.257
Oct-81, Saskatchewan, Alcoholic beverages, 20.257
Oct-81, Alberta, Alcoholic beverages, 23.257
Oct-81, British Columbia, Alcoholic beverages, 26.257
Nov-81, Canada, Alcoholic beverages, 2.257
Nov-81, Newfoundland and Labrador, Alcoholic beverages, 3.257
Nov-81, Prince Edward Island, Alcoholic beverages, 5.257
Nov-81, Nova Scotia, Alcoholic beverages, 7.257
Nov-81, New Brunswick, Alcoholic beverages, 9.257
Nov-81, Quebec, Alcoholic beverages, 11.257
Nov-81, Ontario, Alcoholic beverages, 14.257
Nov-81, Manitoba, Alcoholic beverages, 18.257
Nov-81, Saskatchewan, Alcoholic beverages, 20.257
Nov-81, Alberta, Alcoholic beverages, 23.257
Nov-81, British Columbia, Alcoholic beverages, 26.257
Dec-81, Canada, Alcoholic beverages, 2.257
Dec-81, Newfoundland and Labrador, Alcoholic beverages, 3.257
Dec-81, Prince Edward Island, Alcoholic beverages, 5.257
Dec-81, Nova Scotia, Alcoholic beverages, 7.257
Dec-81, New Brunswick, Alcoholic beverages, 9.257
Dec-81, Quebec, Alcoholic beverages, 11.257
Dec-81, Ontario, Alcoholic beverages, 14.257
Dec-81, Manitoba, Alcoholic beverages, 18.257
Dec-81, Saskatchewan, Alcoholic beverages, 20.257
Dec-81, Alberta, Alcoholic beverages, 23.257
Dec-81, British Columbia, Alcoholic beverages, 26.257
Jan-82, Canada, Alcoholic beverages, 2.257
Jan-82, Newfoundland and Labrador, Alcoholic beverages, 3.257
Jan-82, Prince Edward Island, Alcoholic beverages, 5.257
Jan-82, Nova Scotia, Alcoholic beverages, 7.257
Jan-82, New Brunswick, Alcoholic beverages, 9.257
Jan-82, Quebec, Alcoholic beverages, 11.257
Jan-82, Ontario, Alcoholic beverages, 14.257
Jan-82, Manitoba, Alcoholic beverages, 18.257
Jan-82, Saskatchewan, Alcoholic beverages, 20.257
Jan-82, Alberta, Alcoholic beverages, 23.257
Jan-82, British Columbia, Alcoholic beverages, 26.257
Feb-82, Canada, Alcoholic beverages, 2.257
Feb-82, Newfoundland and Labrador, Alcoholic beverages, 3.257
Feb-82, Prince Edward Island, Alcoholic beverages, 5.257
Feb-82, Nova Scotia, Alcoholic beverages, 7.257
Feb-82, New Brunswick, Alcoholic beverages, 9.257
Feb-82, Quebec, Alcoholic beverages, 11.257
Feb-82, Ontario, Alcoholic beverages, 14.257
Feb-82, Manitoba, Alcoholic beverages, 18.257
Feb-82, Saskatchewan, Alcoholic beverages, 20.257
Feb-82, Alberta, Alcoholic beverages, 23.257
Feb-82, British Columbia, Alcoholic beverages, 26.257
Mar-82, Canada, Alcoholic beverages, 2.257
Mar-82, Newfoundland and Labrador, Alcoholic beverages, 3.257
Mar-82, Prince Edward Island, Alcoholic beverages, 5.257
Mar-82, Nova Scotia, Alcoholic beverages, 7.257
Mar-82, New Brunswick, Alcoholic beverages, 9.257
Mar-82, Quebec, Alcoholic beverages, 11.257
Mar-82, Ontario, Alcoholic beverages, 14.257
Mar-82, Manitoba, Alcoholic beverages, 18.257
Mar-82, Saskatchewan, Alcoholic beverages, 20.257
Mar-82, Alberta, Alcoholic beverages, 23.257
Mar-82, British Columbia, Alcoholic beverages, 26.257
Mar-82, Whitehorse Yukon, Alcoholic beverages, 29.257
Mar-82, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Apr-82, Canada, Alcoholic beverages, 2.257
Apr-82, Newfoundland and Labrador, Alcoholic beverages, 3.257
Apr-82, Prince Edward Island, Alcoholic beverages, 5.257
Apr-82, Nova Scotia, Alcoholic beverages, 7.257
Apr-82, New Brunswick, Alcoholic beverages, 9.257
Apr-82, Quebec, Alcoholic beverages, 11.257
Apr-82, Ontario, Alcoholic beverages, 14.257
Apr-82, Manitoba, Alcoholic beverages, 18.257
Apr-82, Saskatchewan, Alcoholic beverages, 20.257
Apr-82, Alberta, Alcoholic beverages, 23.257
Apr-82, British Columbia, Alcoholic beverages, 26.257
Apr-82, Whitehorse Yukon, Alcoholic beverages, 29.257
Apr-82, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
May-82, Canada, Alcoholic beverages, 2.257
May-82, Newfoundland and Labrador, Alcoholic beverages, 3.257
May-82, Prince Edward Island, Alcoholic beverages, 5.257
May-82, Nova Scotia, Alcoholic beverages, 7.257
May-82, New Brunswick, Alcoholic beverages, 9.257
May-82, Quebec, Alcoholic beverages, 11.257
May-82, Ontario, Alcoholic beverages, 14.257
May-82, Manitoba, Alcoholic beverages, 18.257
May-82, Saskatchewan, Alcoholic beverages, 20.257
May-82, Alberta, Alcoholic beverages, 23.257
May-82, British Columbia, Alcoholic beverages, 26.257
May-82, Whitehorse Yukon, Alcoholic beverages, 29.257
May-82, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Jun-82, Canada, Alcoholic beverages, 2.257
Jun-82, Newfoundland and Labrador, Alcoholic beverages, 3.257
Jun-82, Prince Edward Island, Alcoholic beverages, 5.257
Jun-82, Nova Scotia, Alcoholic beverages, 7.257
Jun-82, New Brunswick, Alcoholic beverages, 9.257
Jun-82, Quebec, Alcoholic beverages, 11.257
Jun-82, Ontario, Alcoholic beverages, 14.257
Jun-82, Manitoba, Alcoholic beverages, 18.257
Jun-82, Saskatchewan, Alcoholic beverages, 20.257
Jun-82, Alberta, Alcoholic beverages, 23.257
Jun-82, British Columbia, Alcoholic beverages, 26.257
Jun-82, Whitehorse Yukon, Alcoholic beverages, 29.257
Jun-82, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Jul-82, Canada, Alcoholic beverages, 2.257
Jul-82, Newfoundland and Labrador, Alcoholic beverages, 3.257
Jul-82, Prince Edward Island, Alcoholic beverages, 5.257
Jul-82, Nova Scotia, Alcoholic beverages, 7.257
Jul-82, New Brunswick, Alcoholic beverages, 9.257
Jul-82, Quebec, Alcoholic beverages, 11.257
Jul-82, Ontario, Alcoholic beverages, 14.257
Jul-82, Manitoba, Alcoholic beverages, 18.257
Jul-82, Saskatchewan, Alcoholic beverages, 20.257
Jul-82, Alberta, Alcoholic beverages, 23.257
Jul-82, British Columbia, Alcoholic beverages, 26.257
Jul-82, Whitehorse Yukon, Alcoholic beverages, 29.257
Jul-82, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Aug-82, Canada, Alcoholic beverages, 2.257
Aug-82, Newfoundland and Labrador, Alcoholic beverages, 3.257
Aug-82, Prince Edward Island, Alcoholic beverages, 5.257
Aug-82, Nova Scotia, Alcoholic beverages, 7.257
Aug-82, New Brunswick, Alcoholic beverages, 9.257
Aug-82, Quebec, Alcoholic beverages, 11.257
Aug-82, Ontario, Alcoholic beverages, 14.257
Aug-82, Manitoba, Alcoholic beverages, 18.257
Aug-82, Saskatchewan, Alcoholic beverages, 20.257
Aug-82, Alberta, Alcoholic beverages, 23.257
Aug-82, British Columbia, Alcoholic beverages, 26.257
Aug-82, Whitehorse Yukon, Alcoholic beverages, 29.257
Aug-82, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Sep-82, Canada, Alcoholic beverages, 2.257
Sep-82, Newfoundland and Labrador, Alcoholic beverages, 3.257
Sep-82, Prince Edward Island, Alcoholic beverages, 5.257
Sep-82, Nova Scotia, Alcoholic beverages, 7.257
Sep-82, New Brunswick, Alcoholic beverages, 9.257
Sep-82, Quebec, Alcoholic beverages, 11.257
Sep-82, Ontario, Alcoholic beverages, 14.257
Sep-82, Manitoba, Alcoholic beverages, 18.257
Sep-82, Saskatchewan, Alcoholic beverages, 20.257
Sep-82, Alberta, Alcoholic beverages, 23.257
Sep-82, British Columbia, Alcoholic beverages, 26.257
Sep-82, Whitehorse Yukon, Alcoholic beverages, 29.257
Sep-82, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Oct-82, Canada, Alcoholic beverages, 2.257
Oct-82, Newfoundland and Labrador, Alcoholic beverages, 3.257
Oct-82, Prince Edward Island, Alcoholic beverages, 5.257
Oct-82, Nova Scotia, Alcoholic beverages, 7.257
Oct-82, New Brunswick, Alcoholic beverages, 9.257
Oct-82, Quebec, Alcoholic beverages, 11.257
Oct-82, Ontario, Alcoholic beverages, 14.257
Oct-82, Manitoba, Alcoholic beverages, 18.257
Oct-82, Saskatchewan, Alcoholic beverages, 20.257
Oct-82, Alberta, Alcoholic beverages, 23.257
Oct-82, British Columbia, Alcoholic beverages, 26.257
Oct-82, Whitehorse Yukon, Alcoholic beverages, 29.257
Oct-82, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Nov-82, Canada, Alcoholic beverages, 2.257
Nov-82, Newfoundland and Labrador, Alcoholic beverages, 3.257
Nov-82, Prince Edward Island, Alcoholic beverages, 5.257
Nov-82, Nova Scotia, Alcoholic beverages, 7.257
Nov-82, New Brunswick, Alcoholic beverages, 9.257
Nov-82, Quebec, Alcoholic beverages, 11.257
Nov-82, Ontario, Alcoholic beverages, 14.257
Nov-82, Manitoba, Alcoholic beverages, 18.257
Nov-82, Saskatchewan, Alcoholic beverages, 20.257
Nov-82, Alberta, Alcoholic beverages, 23.257
Nov-82, British Columbia, Alcoholic beverages, 26.257
Nov-82, Whitehorse Yukon, Alcoholic beverages, 29.257
Nov-82, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Dec-82, Canada, Alcoholic beverages, 2.257
Dec-82, Newfoundland and Labrador, Alcoholic beverages, 3.257
Dec-82, Prince Edward Island, Alcoholic beverages, 5.257
Dec-82, Nova Scotia, Alcoholic beverages, 7.257
Dec-82, New Brunswick, Alcoholic beverages, 9.257
Dec-82, Quebec, Alcoholic beverages, 11.257
Dec-82, Ontario, Alcoholic beverages, 14.257
Dec-82, Manitoba, Alcoholic beverages, 18.257
Dec-82, Saskatchewan, Alcoholic beverages, 20.257
Dec-82, Alberta, Alcoholic beverages, 23.257
Dec-82, British Columbia, Alcoholic beverages, 26.257
Dec-82, Whitehorse Yukon, Alcoholic beverages, 29.257
Dec-82, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Jan-83, Canada, Alcoholic beverages, 2.257
Jan-83, Newfoundland and Labrador, Alcoholic beverages, 3.257
Jan-83, Prince Edward Island, Alcoholic beverages, 5.257
