Jan-49, Canada, Rented accommodation,2.8
Mar-71, Saskatoon Saskatchewan, Rented accommodation,22.8
Mar-71, Saskatoon Saskatchewan, Owned accommodation,22.84
Mar-71, Edmonton Alberta, Rented accommodation,24.8
Mar-71, Edmonton Alberta, Owned accommodation,24.84
Mar-71, Calgary Alberta, Rented accommodation,25.8
Mar-71, Calgary Alberta, Owned accommodation,25.84
Mar-71, Vancouver British Columbia, Rented accommodation,27.8
Mar-71, Vancouver British Columbia, Owned accommodation,27.84
Apr-71, Canada, Rented accommodation,2.8
Apr-71, Canada, Owned accommodation,2.84
Apr-71, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Apr-71, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Apr-71, Halifax Nova Scotia, Rented accommodation,8.8
Apr-71, Halifax Nova Scotia, Owned accommodation,8.84
Apr-71, Saint John New Brunswick, Rented accommodation,10.8
Apr-71, Saint John New Brunswick, Owned accommodation,10.84
Apr-71, Québec Quebec, Rented accommodation,12.8
Apr-71, Québec Quebec, Owned accommodation,12.84
Apr-71, Montréal Quebec, Rented accommodation,13.8
Apr-71, Montréal Quebec, Owned accommodation,13.84
Apr-71, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Apr-71, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Apr-71, Toronto Ontario, Rented accommodation,16.8
Apr-71, Toronto Ontario, Owned accommodation,16.84
Apr-71, Thunder Bay Ontario, Rented accommodation,17.8
Apr-71, Thunder Bay Ontario, Owned accommodation,17.84
Apr-71, Winnipeg Manitoba, Rented accommodation,19.8
Apr-71, Winnipeg Manitoba, Owned accommodation,19.84
Apr-71, Regina Saskatchewan, Rented accommodation,21.8
Apr-71, Regina Saskatchewan, Owned accommodation,21.84
Apr-71, Saskatoon Saskatchewan, Rented accommodation,22.8
Apr-71, Saskatoon Saskatchewan, Owned accommodation,22.84
Apr-71, Edmonton Alberta, Rented accommodation,24.8
Apr-71, Edmonton Alberta, Owned accommodation,24.84
Apr-71, Calgary Alberta, Rented accommodation,25.8
Apr-71, Calgary Alberta, Owned accommodation,25.84
Apr-71, Vancouver British Columbia, Rented accommodation,27.8
Apr-71, Vancouver British Columbia, Owned accommodation,27.84
May-71, Canada, Rented accommodation,2.8
May-71, Canada, Owned accommodation,2.84
May-71, St. John's Newfoundland and Labrador, Rented accommodation,4.8
May-71, St. John's Newfoundland and Labrador, Owned accommodation,4.84
May-71, Halifax Nova Scotia, Rented accommodation,8.8
May-71, Halifax Nova Scotia, Owned accommodation,8.84
May-71, Saint John New Brunswick, Rented accommodation,10.8
May-71, Saint John New Brunswick, Owned accommodation,10.84
May-71, Québec Quebec, Rented accommodation,12.8
May-71, Québec Quebec, Owned accommodation,12.84
May-71, Montréal Quebec, Rented accommodation,13.8
May-71, Montréal Quebec, Owned accommodation,13.84
May-71, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
May-71, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
May-71, Toronto Ontario, Rented accommodation,16.8
May-71, Toronto Ontario, Owned accommodation,16.84
May-71, Thunder Bay Ontario, Rented accommodation,17.8
May-71, Thunder Bay Ontario, Owned accommodation,17.84
May-71, Winnipeg Manitoba, Rented accommodation,19.8
May-71, Winnipeg Manitoba, Owned accommodation,19.84
May-71, Regina Saskatchewan, Rented accommodation,21.8
May-71, Regina Saskatchewan, Owned accommodation,21.84
May-71, Saskatoon Saskatchewan, Rented accommodation,22.8
May-71, Saskatoon Saskatchewan, Owned accommodation,22.84
May-71, Edmonton Alberta, Rented accommodation,24.8
May-71, Edmonton Alberta, Owned accommodation,24.84
May-71, Calgary Alberta, Rented accommodation,25.8
May-71, Calgary Alberta, Owned accommodation,25.84
May-71, Vancouver British Columbia, Rented accommodation,27.8
May-71, Vancouver British Columbia, Owned accommodation,27.84
Jun-71, Canada, Rented accommodation,2.8
Jun-71, Canada, Owned accommodation,2.84
Jun-71, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Jun-71, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Jun-71, Halifax Nova Scotia, Rented accommodation,8.8
Jun-71, Halifax Nova Scotia, Owned accommodation,8.84
Jun-71, Saint John New Brunswick, Rented accommodation,10.8
Jun-71, Saint John New Brunswick, Owned accommodation,10.84
Jun-71, Québec Quebec, Rented accommodation,12.8
Jun-71, Québec Quebec, Owned accommodation,12.84
Jun-71, Montréal Quebec, Rented accommodation,13.8
Jun-71, Montréal Quebec, Owned accommodation,13.84
Jun-71, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Jun-71, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Jun-71, Toronto Ontario, Rented accommodation,16.8
Jun-71, Toronto Ontario, Owned accommodation,16.84
Jun-71, Thunder Bay Ontario, Rented accommodation,17.8
Jun-71, Thunder Bay Ontario, Owned accommodation,17.84
Jun-71, Winnipeg Manitoba, Rented accommodation,19.8
Jun-71, Winnipeg Manitoba, Owned accommodation,19.84
Jun-71, Regina Saskatchewan, Rented accommodation,21.8
Jun-71, Regina Saskatchewan, Owned accommodation,21.84
Jun-71, Saskatoon Saskatchewan, Rented accommodation,22.8
Jun-71, Saskatoon Saskatchewan, Owned accommodation,22.84
Jun-71, Edmonton Alberta, Rented accommodation,24.8
Jun-71, Edmonton Alberta, Owned accommodation,24.84
Jun-71, Calgary Alberta, Rented accommodation,25.8
Jun-71, Calgary Alberta, Owned accommodation,25.84
Jun-71, Vancouver British Columbia, Rented accommodation,27.8
Jun-71, Vancouver British Columbia, Owned accommodation,27.84
Jul-71, Canada, Rented accommodation,2.8
Jul-71, Canada, Owned accommodation,2.84
Jul-71, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Jul-71, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Jul-71, Halifax Nova Scotia, Rented accommodation,8.8
Jul-71, Halifax Nova Scotia, Owned accommodation,8.84
Jul-71, Saint John New Brunswick, Rented accommodation,10.8
Jul-71, Saint John New Brunswick, Owned accommodation,10.84
Jul-71, Québec Quebec, Rented accommodation,12.8
Jul-71, Québec Quebec, Owned accommodation,12.84
Jul-71, Montréal Quebec, Rented accommodation,13.8
Jul-71, Montréal Quebec, Owned accommodation,13.84
Jul-71, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Jul-71, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Jul-71, Toronto Ontario, Rented accommodation,16.8
Jul-71, Toronto Ontario, Owned accommodation,16.84
Jul-71, Thunder Bay Ontario, Rented accommodation,17.8
Jul-71, Thunder Bay Ontario, Owned accommodation,17.84
Jul-71, Winnipeg Manitoba, Rented accommodation,19.8
Jul-71, Winnipeg Manitoba, Owned accommodation,19.84
Jul-71, Regina Saskatchewan, Rented accommodation,21.8
Jul-71, Regina Saskatchewan, Owned accommodation,21.84
Jul-71, Saskatoon Saskatchewan, Rented accommodation,22.8
Jul-71, Saskatoon Saskatchewan, Owned accommodation,22.84
Jul-71, Edmonton Alberta, Rented accommodation,24.8
Jul-71, Edmonton Alberta, Owned accommodation,24.84
Jul-71, Calgary Alberta, Rented accommodation,25.8
Jul-71, Calgary Alberta, Owned accommodation,25.84
Jul-71, Vancouver British Columbia, Rented accommodation,27.8
Jul-71, Vancouver British Columbia, Owned accommodation,27.84
Aug-71, Canada, Rented accommodation,2.8
Aug-71, Canada, Owned accommodation,2.84
Aug-71, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Aug-71, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Aug-71, Halifax Nova Scotia, Rented accommodation,8.8
Aug-71, Halifax Nova Scotia, Owned accommodation,8.84
Aug-71, Saint John New Brunswick, Rented accommodation,10.8
Aug-71, Saint John New Brunswick, Owned accommodation,10.84
Aug-71, Québec Quebec, Rented accommodation,12.8
Aug-71, Québec Quebec, Owned accommodation,12.84
Aug-71, Montréal Quebec, Rented accommodation,13.8
Aug-71, Montréal Quebec, Owned accommodation,13.84
Aug-71, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Aug-71, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Aug-71, Toronto Ontario, Rented accommodation,16.8
Aug-71, Toronto Ontario, Owned accommodation,16.84
Aug-71, Thunder Bay Ontario, Rented accommodation,17.8
Aug-71, Thunder Bay Ontario, Owned accommodation,17.84
Aug-71, Winnipeg Manitoba, Rented accommodation,19.8
Aug-71, Winnipeg Manitoba, Owned accommodation,19.84
Aug-71, Regina Saskatchewan, Rented accommodation,21.8
Aug-71, Regina Saskatchewan, Owned accommodation,21.84
Aug-71, Saskatoon Saskatchewan, Rented accommodation,22.8
Aug-71, Saskatoon Saskatchewan, Owned accommodation,22.84
Aug-71, Edmonton Alberta, Rented accommodation,24.8
Aug-71, Edmonton Alberta, Owned accommodation,24.84
Aug-71, Calgary Alberta, Rented accommodation,25.8
Aug-71, Calgary Alberta, Owned accommodation,25.84
Aug-71, Vancouver British Columbia, Rented accommodation,27.8
Aug-71, Vancouver British Columbia, Owned accommodation,27.84
Sep-71, Canada, Rented accommodation,2.8
Sep-71, Canada, Owned accommodation,2.84
Sep-71, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Sep-71, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Sep-71, Halifax Nova Scotia, Rented accommodation,8.8
Sep-71, Halifax Nova Scotia, Owned accommodation,8.84
Sep-71, Saint John New Brunswick, Rented accommodation,10.8
Sep-71, Saint John New Brunswick, Owned accommodation,10.84
Sep-71, Québec Quebec, Rented accommodation,12.8
Sep-71, Québec Quebec, Owned accommodation,12.84
Sep-71, Montréal Quebec, Rented accommodation,13.8
Sep-71, Montréal Quebec, Owned accommodation,13.84
Sep-71, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Sep-71, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Sep-71, Toronto Ontario, Rented accommodation,16.8
Sep-71, Toronto Ontario, Owned accommodation,16.84
Sep-71, Thunder Bay Ontario, Rented accommodation,17.8
Sep-71, Thunder Bay Ontario, Owned accommodation,17.84
Sep-71, Winnipeg Manitoba, Rented accommodation,19.8
Sep-71, Winnipeg Manitoba, Owned accommodation,19.84
Sep-71, Regina Saskatchewan, Rented accommodation,21.8
Sep-71, Regina Saskatchewan, Owned accommodation,21.84
Sep-71, Saskatoon Saskatchewan, Rented accommodation,22.8
Sep-71, Saskatoon Saskatchewan, Owned accommodation,22.84
Sep-71, Edmonton Alberta, Rented accommodation,24.8
Sep-71, Edmonton Alberta, Owned accommodation,24.84
Sep-71, Calgary Alberta, Rented accommodation,25.8
Sep-71, Calgary Alberta, Owned accommodation,25.84
Sep-71, Vancouver British Columbia, Rented accommodation,27.8
Sep-71, Vancouver British Columbia, Owned accommodation,27.84
Oct-71, Canada, Rented accommodation,2.8
Oct-71, Canada, Owned accommodation,2.84
Oct-71, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Oct-71, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Oct-71, Halifax Nova Scotia, Rented accommodation,8.8
Oct-71, Halifax Nova Scotia, Owned accommodation,8.84
Oct-71, Saint John New Brunswick, Rented accommodation,10.8
Oct-71, Saint John New Brunswick, Owned accommodation,10.84
Oct-71, Québec Quebec, Rented accommodation,12.8
Oct-71, Québec Quebec, Owned accommodation,12.84
Oct-71, Montréal Quebec, Rented accommodation,13.8
Oct-71, Montréal Quebec, Owned accommodation,13.84
Oct-71, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Oct-71, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Oct-71, Toronto Ontario, Rented accommodation,16.8
Oct-71, Toronto Ontario, Owned accommodation,16.84
Oct-71, Thunder Bay Ontario, Rented accommodation,17.8
Oct-71, Thunder Bay Ontario, Owned accommodation,17.84
Oct-71, Winnipeg Manitoba, Rented accommodation,19.8
Oct-71, Winnipeg Manitoba, Owned accommodation,19.84
Oct-71, Regina Saskatchewan, Rented accommodation,21.8
Oct-71, Regina Saskatchewan, Owned accommodation,21.84
Oct-71, Saskatoon Saskatchewan, Rented accommodation,22.8
Oct-71, Saskatoon Saskatchewan, Owned accommodation,22.84
Oct-71, Edmonton Alberta, Rented accommodation,24.8
Oct-71, Edmonton Alberta, Owned accommodation,24.84
Oct-71, Calgary Alberta, Rented accommodation,25.8
Oct-71, Calgary Alberta, Owned accommodation,25.84
Oct-71, Vancouver British Columbia, Rented accommodation,27.8
Oct-71, Vancouver British Columbia, Owned accommodation,27.84
Nov-71, Canada, Rented accommodation,2.8
Nov-71, Canada, Owned accommodation,2.84
Nov-71, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Nov-71, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Nov-71, Halifax Nova Scotia, Rented accommodation,8.8
Nov-71, Halifax Nova Scotia, Owned accommodation,8.84
Nov-71, Saint John New Brunswick, Rented accommodation,10.8
Nov-71, Saint John New Brunswick, Owned accommodation,10.84
Nov-71, Québec Quebec, Rented accommodation,12.8
Nov-71, Québec Quebec, Owned accommodation,12.84
Nov-71, Montréal Quebec, Rented accommodation,13.8
Nov-71, Montréal Quebec, Owned accommodation,13.84
Nov-71, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Nov-71, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Nov-71, Toronto Ontario, Rented accommodation,16.8
Nov-71, Toronto Ontario, Owned accommodation,16.84
Nov-71, Thunder Bay Ontario, Rented accommodation,17.8
Nov-71, Thunder Bay Ontario, Owned accommodation,17.84
Nov-71, Winnipeg Manitoba, Rented accommodation,19.8
Nov-71, Winnipeg Manitoba, Owned accommodation,19.84
Nov-71, Regina Saskatchewan, Rented accommodation,21.8
Nov-71, Regina Saskatchewan, Owned accommodation,21.84
Nov-71, Saskatoon Saskatchewan, Rented accommodation,22.8
Nov-71, Saskatoon Saskatchewan, Owned accommodation,22.84
Nov-71, Edmonton Alberta, Rented accommodation,24.8
Nov-71, Edmonton Alberta, Owned accommodation,24.84
Nov-71, Calgary Alberta, Rented accommodation,25.8
Nov-71, Calgary Alberta, Owned accommodation,25.84
Nov-71, Vancouver British Columbia, Rented accommodation,27.8
Nov-71, Vancouver British Columbia, Owned accommodation,27.84
Dec-71, Canada, Rented accommodation,2.8
Dec-71, Canada, Owned accommodation,2.84
Dec-71, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Dec-71, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Dec-71, Halifax Nova Scotia, Rented accommodation,8.8
Dec-71, Halifax Nova Scotia, Owned accommodation,8.84
Dec-71, Saint John New Brunswick, Rented accommodation,10.8
Dec-71, Saint John New Brunswick, Owned accommodation,10.84
Dec-71, Québec Quebec, Rented accommodation,12.8
Dec-71, Québec Quebec, Owned accommodation,12.84
Dec-71, Montréal Quebec, Rented accommodation,13.8
Dec-71, Montréal Quebec, Owned accommodation,13.84
Dec-71, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Dec-71, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Dec-71, Toronto Ontario, Rented accommodation,16.8
Dec-71, Toronto Ontario, Owned accommodation,16.84
Dec-71, Thunder Bay Ontario, Rented accommodation,17.8
Dec-71, Thunder Bay Ontario, Owned accommodation,17.84
Dec-71, Winnipeg Manitoba, Rented accommodation,19.8
Dec-71, Winnipeg Manitoba, Owned accommodation,19.84
Dec-71, Regina Saskatchewan, Rented accommodation,21.8
Dec-71, Regina Saskatchewan, Owned accommodation,21.84
Dec-71, Saskatoon Saskatchewan, Rented accommodation,22.8
Dec-71, Saskatoon Saskatchewan, Owned accommodation,22.84
Dec-71, Edmonton Alberta, Rented accommodation,24.8
Dec-71, Edmonton Alberta, Owned accommodation,24.84
Dec-71, Calgary Alberta, Rented accommodation,25.8
Dec-71, Calgary Alberta, Owned accommodation,25.84
Dec-71, Vancouver British Columbia, Rented accommodation,27.8
Dec-71, Vancouver British Columbia, Owned accommodation,27.84
Jan-72, Canada, Rented accommodation,2.8
Jan-72, Canada, Owned accommodation,2.84
Jan-72, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Jan-72, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Jan-72, Halifax Nova Scotia, Rented accommodation,8.8
Jan-72, Halifax Nova Scotia, Owned accommodation,8.84
Jan-72, Saint John New Brunswick, Rented accommodation,10.8
Jan-72, Saint John New Brunswick, Owned accommodation,10.84
Jan-72, Québec Quebec, Rented accommodation,12.8
Jan-72, Québec Quebec, Owned accommodation,12.84
Jan-72, Montréal Quebec, Rented accommodation,13.8
Jan-72, Montréal Quebec, Owned accommodation,13.84
Jan-72, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Jan-72, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Jan-72, Toronto Ontario, Rented accommodation,16.8
Jan-72, Toronto Ontario, Owned accommodation,16.84
Jan-72, Thunder Bay Ontario, Rented accommodation,17.8
Jan-72, Thunder Bay Ontario, Owned accommodation,17.84
Jan-72, Winnipeg Manitoba, Rented accommodation,19.8
Jan-72, Winnipeg Manitoba, Owned accommodation,19.84
Jan-72, Regina Saskatchewan, Rented accommodation,21.8
Jan-72, Regina Saskatchewan, Owned accommodation,21.84
Jan-72, Saskatoon Saskatchewan, Rented accommodation,22.8
Jan-72, Saskatoon Saskatchewan, Owned accommodation,22.84
Jan-72, Edmonton Alberta, Rented accommodation,24.8
Jan-72, Edmonton Alberta, Owned accommodation,24.84
Jan-72, Calgary Alberta, Rented accommodation,25.8
Jan-72, Calgary Alberta, Owned accommodation,25.84
Jan-72, Vancouver British Columbia, Rented accommodation,27.8
Jan-72, Vancouver British Columbia, Owned accommodation,27.84
Feb-72, Canada, Rented accommodation,2.8
Feb-72, Canada, Owned accommodation,2.84
Feb-72, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Feb-72, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Feb-72, Halifax Nova Scotia, Rented accommodation,8.8
Feb-72, Halifax Nova Scotia, Owned accommodation,8.84
Feb-72, Saint John New Brunswick, Rented accommodation,10.8
Feb-72, Saint John New Brunswick, Owned accommodation,10.84
Feb-72, Québec Quebec, Rented accommodation,12.8
